original_title,genre_names,budget,popularity,release_date,revenue,runtime,vote_average,vote_count,keyword_names
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy,18000000,29.487784,2006-11-01,261572744,82.0,6.5,1579,"male nudity, usa, california, prostitute, journalist, rodeo, kazakhstan, demeanor course, chicken, driving school, anti semitism, bear, mockumentary, reporter, aftercreditsstinger, duringcreditsstinger"
Legally Blonde,Comedy,18000000,25.43954,2001-07-13,141774679,96.0,6.1,882,"harvard law school, black female judge, smart blonde, girl power"
Star Trek III: The Search for Spock,"Science Fiction, Action, Adventure, Thriller",18000000,15.314027,1984-05-31,87000000,105.0,6.4,434,
The Exorcism of Emily Rose,"Crime, Drama, Horror, Thriller",19000000,32.602868,2005-09-09,144216468,122.0,6.3,659,"epilepsy, possession, teenage girl, spirit, umbrella, cross, prosecutor, catholicism, negligent homicide, archdiocese, agnostic, malnutrition, burning, psychotic epileptic disorder"
Deuce Bigalow: Male Gigolo,Comedy,17000000,9.832326,1999-12-10,65535067,88.0,5.5,308,"fish, aquarium, carnival, house, callboy, vacation, illegal prostitution"
Left Behind,"Thriller, Action, Science Fiction",16000000,33.452469,2014-10-03,19682924,110.0,3.7,392,"airplane, the rapture, remake, pilot hero"
The Family Stone,"Comedy, Drama, Romance",0,14.190837,2005-12-14,0,103.0,6.2,249,"holiday, christmas"
Barbershop 2:  Back in Business,"Comedy, Drama",18000000,6.501815,2004-01-20,65070412,106.0,5.6,74,blaxploitation
Bad Santa,"Drama, Comedy, Crime",23000000,26.58873,2003-11-26,76488889,91.0,6.5,656,"holiday, elves, christmas party, department store, safe, drink, little people, christmas eve, christmas"
Austin Powers: International Man of Mystery,"Science Fiction, Comedy, Crime",16500000,36.15716,1997-05-02,67683989,94.0,6.5,1013,"android, undercover, missile, group therapy, airplane, dancing scene, time travel, penthouse apartment, judo, trapdoor, clowning, telescope, swinging, james bond spoof, swinging 60s, aftercreditsstinger, duringcreditsstinger"
My Big Fat Greek Wedding 2,"Romance, Comedy, Family",18000000,16.027955,2016-03-23,88923251,94.0,5.5,322,"comedy, wedding"
Diary of a Wimpy Kid: Rodrick Rules,"Family, Comedy",21000000,14.329891,2011-03-25,72417394,99.0,6.3,238,"based on novel, middle school"
Predator,"Science Fiction, Action, Adventure, Thriller",18000000,50.009408,1987-06-11,98235548,107.0,7.3,2093,"central and south america, predator, alien, stalking, invisible, commando, 3d"
Amadeus,"Drama, History, Music",18000000,31.82675,1984-10-26,51973029,160.0,7.8,1076,"italy, composer, opera, talent, musician, marriage crisis, god, murder, vienna austria, envy, 18th century"
Prom Night,"Crime, Horror",0,9.642041,2008-04-10,14796236,88.0,4.8,167,"aunt, remake, blood on shirt, slasher, death of family, masturbation, kicked in the face, renovation, black stereotype, chest"
Mean Girls,Comedy,17000000,36.423717,2004-04-30,129042871,97.0,6.9,2320,"female friendship, high school, fish out of water, best friend, teenager, popularity, gossip, teen comedy, high school rivalry, new girl at school"
Under the Tuscan Sun,"Comedy, Drama, Romance",0,12.309718,2003-04-30,0,113.0,6.4,172,"depression, toscana, recreation, author, divorce, woman director"
Gosford Park,"Drama, Mystery, Thriller",19800000,11.693272,2001-11-07,87754044,137.0,6.8,246,"servant, money, shooting party"
Peggy Sue Got Married,"Comedy, Drama, Fantasy, Romance",18000000,12.243887,1986-10-05,41382841,103.0,5.9,136,"time travel, high school reunion"
Birdman,"Drama, Comedy",18000000,89.811154,2014-08-27,103215094,119.0,7.4,4535,"times square, superhero, long take, new york city, play, broadway, actor"
Blue Jasmine,"Comedy, Drama",18000000,34.694216,2013-07-25,99206215,98.0,7.0,1098,"san francisco, sister sister relationship, new york city, rich, narcissism, xanax"
United 93,"Drama, History, Crime, Thriller, Action",15000000,17.50138,2006-04-28,76286096,111.0,6.9,367,"airplane, hijacking, terror cell, emergency landing, war on terror"
Honey,"Romance, Music, Family",18000000,18.492655,2003-11-24,62646763,94.0,6.0,303,"new york, dancing, hip-hop, dream, dance, blackmail, harassment, career, video, teacher, business, sabotage, choreographer, club, harlem, youth center"
Spy Hard,"Action, Comedy",18000000,11.238522,1996-05-24,0,81.0,4.9,147,"atomic bomb, spoof, james bond spoof"
The Fog,Horror,1000000,14.518598,1980-02-08,21378361,89.0,6.4,311,"prophecy, sea, beach, gold, small town, beheading, sword, narration, fog, leprosy, ship, lighthouse, church"
Soul Surfer,"Action, Drama",18000000,19.234672,2011-04-08,47088990,106.0,6.9,342,"competition, based on novel, shark attack, surfing, biography, sport, duringcreditsstinger"
Catch-22,"War, Comedy, Drama",18000000,4.504377,1970-06-24,24911670,121.0,6.7,72,"world war ii, island, bomber, pianosa, american"
Observe and Report,"Comedy, Crime, Drama",0,10.529143,2009-04-10,24007324,86.0,5.6,225,"robbery, unrequited love, security guard, mall"
Conan the Destroyer,"Adventure, Fantasy, Action",18000000,18.379124,1984-06-29,100000000,103.0,5.8,383,"swordplay, sword, magic, warrior woman, lone wolf, wizardry, royalty, barbarian, sword and sorcery"
Raging Bull,Drama,18000000,35.524457,1980-11-14,23000000,129.0,7.7,938,"transporter, jealousy, violent husband, paranoia, boxer, biography, fistfight, broken nose, sport, domestic violence, extreme violence, over-the-hill fighter"
Love Happens,"Drama, Romance",18000000,13.472365,2009-09-18,36133014,109.0,5.6,180,"hotel, florist, forest, grief, seminar, motivational speaker"
Young Sherlock Holmes,"Action, Adventure, Crime, Drama, Family, Mystery, Thriller",18000000,8.321586,1985-12-04,0,109.0,6.7,167,"london england, school friend, religion and supernatural, sherlock holmes, murder, aftercreditsstinger"
Fame,"Music, Comedy, Drama, Romance",0,7.668063,2009-01-01,0,107.0,5.5,135,"musical, duringcreditsstinger"
127 Hours,"Adventure, Drama, Thriller",18000000,52.464877,2010-11-05,35692920,94.0,7.0,2606,"mountains, despair, adventure, utah, alone, canyon, climbing, based on true story, rescue, survival, escape, true, trapped, boulder, adventurer, flashback, climber, isolated, hikers, very little dialogue"
Small Time Crooks,"Action, Comedy, Crime",0,11.423533,2000-05-19,0,94.0,6.4,155,"bank, restaurant, role of women, bank robber, wife, pizzeria, pizza, keks, independent film, bank robbery, hoodlum"
Center Stage,"Drama, Music",18000000,6.961736,2000-05-12,17200925,115.0,6.8,90,"new york, competition, dancer, dance, ball, career, ballet dancer, music, entrance examination, ballet, dance teacher"
Love the Coopers,"Comedy, Family",17000000,9.191187,2015-11-12,24000000,107.0,5.4,167,"big family, family relationships, family, woman director, christmas"
Catch That Kid,"Family, Action, Adventure",18000000,4.492859,2004-02-06,16702864,92.0,4.9,76,bank robbery
Life as a House,Drama,18000000,5.706767,2001-10-25,0,125.0,7.2,120,"father son relationship, house, cancer, drug, divorce, ex-wife, unemployment"
Steve Jobs,"Drama, History",30000000,53.670525,2015-10-09,34441873,122.0,6.8,1573,"biography, computer, father daughter relationship, apple computer, steve jobs, based on true events"
"I Love You, Beth Cooper","Comedy, Romance",18000000,14.15192,2009-07-10,0,102.0,5.1,197,"virgin, cheerleader, graduation, high school, aspen, friends, in the closet, teenager, popularity, based on young adult novel, popular girl"
Youth in Revolt,"Drama, Comedy, Romance",18000000,13.462544,2009-09-11,0,87.0,5.9,319,"based on novel, coming of age, duringcreditsstinger"
The Legend of the Lone Ranger,"Action, Adventure, Romance, Western",18000000,11.725805,1981-08-20,2945600,98.0,3.7,14,"lone ranger, wild bill hickok, buffalo bill, the lone ranger"
The Tailor of Panama,"Drama, Thriller",21000000,7.047975,2001-02-11,28008462,109.0,6.2,92,"dancing, spy, birthday, map, fireworks, bridge, secret agent, president, children, independent film, debt, swimming, political, band"
Blow Out,"Drama, Mystery, Thriller",18000000,13.628601,1981-07-24,12000000,108.0,7.3,236,"audio tape, hitman, presidential election, noises, yell, politics, faithlessness"
Getaway,"Action, Crime",18000000,16.520516,2013-08-29,10501938,90.0,4.9,246,
The Ice Storm,Drama,18000000,14.916264,1997-09-27,8038061,112.0,6.9,176,"based on novel, 1970s, thanksgiving, dysfunctional family, independent film"
And So It Goes,"Comedy, Drama, Romance",18000000,9.633711,2014-07-20,25312387,94.0,5.7,164,"grandfather granddaughter relationship, neighbor, wealthy, elderly, estrangement"
Troop Beverly Hills,"Adventure, Comedy, Family",0,3.455018,1989-03-22,0,105.0,5.6,56,"wilderness, teen angst"
Being Julia,"Comedy, Drama, Romance",0,1.946634,2004-09-03,0,104.0,6.4,23,
Nine 1/2 Weeks,"Drama, Romance",17000000,12.313143,1986-02-14,6735922,117.0,5.8,177,"sexual obsession, prostitute, women's sexual identity, broker, gallery owner, sadomasochism"
Dragonslayer,Fantasy,18000000,3.258422,1981-06-26,14110013,108.0,6.5,67,"secret identity, self sacrifice, magic, virgin, solar eclipse, sacrifice, sorcerer's apprentice, amulet, lottery, brood, egg, princess, sorcerer, human sacrifice, dragon, hidden identity, crossdressing, landslide, sword and sorcery"
The Last Station,"Drama, Romance",0,3.659292,2009-09-04,0,112.0,6.7,55,duringcreditsstinger
Ed Wood,"Comedy, Drama, History",18000000,24.548633,1994-09-27,5887457,127.0,7.3,630,"individual, taxi, transsexuality, fortune teller, film business, film making, film producer, vororte, film maker, boxer, film director, oddball, celebrity, morphine, movie studio, los angeles, drug addict, cult director, theremin, handgun, trick or treating, actor, transvestite"
Labor Day,Drama,18000000,17.683563,2013-12-27,20275812,111.0,6.7,299,"escaped convict, depressed mom"
Монгол,History,18000000,10.1449,2007-09-20,26527510,120.0,6.5,158,"mongolia, genghis khan"
RockNRolla,"Action, Crime, Thriller",18000000,31.887978,2008-09-04,25739015,114.0,6.9,836,"london england, gang leader, money, gang, crime"
Megaforce,"Adventure, Action, Science Fiction",0,1.110179,1982-06-25,0,99.0,3.5,15,"dictator, soldier, electronic music score, military unit"
Hamlet,Drama,0,9.814785,1996-12-25,0,242.0,7.3,117,"mother, shakespeare, denmark, loss of father, prince, madness"
Mao's Last Dancer,"Drama, Romance",25000000,1.876811,2009-10-01,20719451,117.0,6.8,28,"costume, song, village, promise, ballet"
Midnight Special,"Adventure, Drama, Science Fiction",18000000,32.717853,2016-02-18,6212282,112.0,6.2,694,"father son relationship, helicopter, fbi, motel, chase, child kidnapping, religious sect, goggles"
Anything Else,"Comedy, Romance",0,8.945081,2003-08-27,0,108.0,6.2,149,"psychoanalysis, comedian, relationship problems, advice, experience"
The Railway Man,"Drama, History",18000000,13.916583,2013-12-26,22309223,116.0,6.7,273,"post traumatic stress  disorder, japanese, world war ii, victim, autobiography, based on true story, history, revenge, redemption, torture"
Das weisse Band,"Crime, Drama, Mystery",15238800,17.94739,2009-05-21,0,144.0,7.2,255,"germany, child abuse, pastor, propaganda, children, punishment, small village, village people, east elbia, umerziehung"
Restoration,Horror,0,2.525569,2016-05-03,0,90.0,5.3,11,
The Wraith,"Romance, Science Fiction, Horror, Action, Crime",2700000,10.47644,1986-11-21,3500000,93.0,5.9,108,"male nudity, female nudity, sex, killing, sheriff, car race, cemetery, shotgun, arizona, nudity, reincarnation, police, auto-tuning, street race, revenge, murder, car crash, alien, independent film, gang, motorcycle, violence, car chase, cult film, ghost, road movie, drag racing, roller skates, strange person, budweiser, turbo intercepter"
Salton Sea,"Drama, Mystery, Thriller",18000000,10.991281,2002-01-01,676698,103.0,7.0,104,"dual identity, identity, war on drugs, jazz musician, drug scene, neo-noir"
Metallica: Through the Never,Music,18000000,7.871686,2013-09-25,7972967,93.0,6.7,83,"heavy metal, live concert"
The Informers,Drama,18000000,6.333869,2008-11-05,382174,98.0,4.4,60,"sex, slice of life, hollywood, drug, hedonism, ensemble cast, child murder, 1980s, dysfunctional, intersecting lives"
Carlos,"Crime, Drama, Thriller, History",18000000,1.138383,2010-05-19,871279,338.0,6.7,50,"gun, car bomb, miniseries, terrorism, opec, hostage situation, revolutionary"
I Come with the Rain,"Thriller, Drama",18000000,8.266124,2009-05-14,0,114.0,5.6,20,
One Man's Hero,"Western, Action, Drama, History",0,0.910529,1999-08-02,0,121.0,9.3,2,"war, army, battlefield, chivalry"
Day of the Dead,"Horror, Science Fiction",3500000,18.025206,1985-07-19,34000000,96.0,6.9,270,"florida, insanity, disembodied head, zombie, disembowelment, horror movie remade, living dead, zombie apocalypse"
I Am Wrath,"Action, Crime, Drama, Thriller",18000000,10.144222,2016-04-14,0,92.0,4.5,179,"revenge, murder, police corruption, violence, corrupt politician, barber, governer"
Renaissance,"Action, Animation, Science Fiction",18000000,9.244181,2006-03-16,1831348,105.0,6.7,77,"paris, japanese, identity, underworld, monopoly, future, beauty, victim, dystopia, boss, police, president, animation, disappearance, cgi, black and white, theft, scientist, researcher, corporation"
Red Sonja,"Adventure, Fantasy, Action",17900000,12.752463,1985-04-09,6948633,89.0,5.0,206,"monster, swordplay, queen, talisman, marvel comic, based on comic book, sword and sorcery"
Red Lights,Thriller,14000000,22.748174,2012-03-02,13551174,119.0,6.0,376,"paranormal, psychic, skepticism"
Superbad,Comedy,20000000,33.436092,2007-08-17,121463226,113.0,7.0,2100,"becoming an adult, high school, young people, one night"
Madea Goes to Jail,"Comedy, Crime, Drama",0,3.107371,2009-02-16,90508336,103.0,6.4,52,criminal
Wolves,"Horror, Action",18000000,7.922639,2014-08-28,0,90.0,5.7,82,"adoption, werewolf"
Step Up 2: The Streets,"Music, Drama, Romance",23000000,28.973074,2008-02-14,150816700,98.0,6.5,640,"underdog, competition, street gang, hip-hop, breakdance, insurgence, heart-throb, dancing scene, tap dancing, scholarship, ballet"
Hoodwinked!,"Animation, Comedy, Family",15000000,23.980329,2005-12-16,51053787,80.0,5.9,479,"wolf, suspicion, little red riding hood, investigation, burglary"
Hotel Rwanda,"Drama, History, War",17500000,28.60542,2004-09-11,38000000,121.0,7.5,793,"rwanda, refugee, refugee camp, militia, murder, slaughter, dead body, atrocity, african, cruelty, violence, united nations, genocide in rwanda, death"
Hitman,"Action, Crime, Drama, Thriller",24000000,42.669304,2007-11-21,99965753,89.0,5.9,966,"assassin, secret identity, intelligence, soviet union, russia, celibacy, hitman, secret society, power, power takeover, adversary, government, execution, violence, killer, based on video game, secret formula"
Black Nativity,"Drama, Music",17500000,7.180403,2013-11-27,7018189,93.0,5.8,16,"musical, based on stage musical, woman director, based on the bible, nativity, christmas"
The Prince,"Thriller, Action",18000000,21.638673,2014-08-22,266586800,93.0,4.6,218,"mobster, justice, retired, missing, missing daughter"
City of Ghosts,Thriller,0,2.64486,2002-01-01,0,116.0,5.4,18,
The Others,"Horror, Drama, Mystery, Thriller",0,25.881355,2001-08-02,0,101.0,7.4,1660,"nanny, haunted house, channel islands, parallel world, photosensitivity, spiritism"
Aliens,"Horror, Action, Thriller, Science Fiction",18500000,67.66094,1986-07-18,183316455,137.0,7.7,3220,"android, extraterrestrial technology, space marine, spaceman, cryogenics, vacuum, space colony, warrior woman, settler, space travel, colony, alien, xenomorph"
My Fair Lady,"Drama, Family, Music, Romance",17000000,20.786616,1964-10-21,72070731,170.0,7.4,352,"musical, transformation, flower girl, colonel, wager, suitor, class differences, tutor, aristocrat, linguist, street, high society, misogynist, guttersnipe, class prejudice, opposites attract"
I Know What You Did Last Summer,"Horror, Thriller, Mystery",17000000,27.654472,1997-10-17,125586134,100.0,5.6,687,"secret, blackmail, fisherman, police, high school, cover-up, friends, revenge, murder, pageant, slasher, teenager, killer"
Let's Be Cops,Comedy,17000000,70.668923,2014-08-13,136621271,104.0,6.4,1219,"corruption, robbery, kidnapping, nightclub, male friendship, investigation, police, party, murder, mobster, los angeles, lying, impersonating a police officer, flashback"
Sideways,"Comedy, Drama, Romance",16000000,23.425431,2004-10-22,109502303,126.0,6.9,478,"california, golf, oscar award, wine, stag night, marijuana, writer"
Beerfest,Comedy,17500000,14.304444,2006-08-25,19179969,110.0,5.8,172,"germany, competition, prostitute, alcohol, beer, oktoberfest"
Halloween,"Horror, Thriller",300000,30.301307,1978-10-25,70000000,91.0,7.4,1035,"female nudity, nudity, mask, babysitter, halloween, police, psychopathic killer, independent film, stalking, serial killer, marijuana, masked killer, blood, pot smoking, slasher, murderer, throat slitting, maniac, violence, killing spree, family, cult film, evil, psychotic, smoking pot, institution, escaped killer"
Good Boy!,"Comedy, Family, Science Fiction",17000000,3.56033,2003-10-10,0,87.0,4.7,30,
The Best Man Holiday,Comedy,17000000,7.210095,2013-11-15,71625195,123.0,6.7,110,best man
Smokin' Aces,"Action, Comedy, Crime, Thriller",17000000,23.491962,2006-12-09,57103895,109.0,6.4,534,"neo-nazi, gun, sniper, fbi, hitman, bodyguard, to shoot dead, police, dark comedy, shootout, gangster, drug, female corpse"
Saw 3D,"Horror, Crime",20000000,36.133536,2010-10-21,136150434,90.0,5.8,730,"survivor, violence, self help guru, tricycle, prosthetic arm, pig mask, 3d"
40 Days and 40 Nights,"Comedy, Romance",17000000,14.18136,2002-03-01,0,94.0,5.2,297,"sex addiction, laundromat"
A Night at the Roxbury,Comedy,17000000,12.709227,1998-10-01,30331165,81.0,5.9,198,"night life, nightclub, flower, flower shop, make a match, clubbing"
Beastly,"Drama, Fantasy, Romance",17000000,24.054062,2011-01-21,43165571,86.0,6.0,849,"based on novel, love, beautiful woman, curse, teenager, popularity, blind tutor, teenage romance, modern fairy tale, based on young adult novel"
The Hills Have Eyes,"Horror, Thriller",15000000,35.107857,2006-03-10,69623713,107.0,6.1,705,"ambush, new mexico, van, family holiday, axe in the head"
Dickie Roberts: Former Child Star,Comedy,0,10.149569,2003-09-05,0,98.0,5.1,64,"loser, child prodigy"
"McFarland, USA",Drama,0,14.023082,2015-02-20,45710059,128.0,7.4,213,"california, small town, coach, championship, woman director, track and field"
Lottery Ticket,Comedy,0,9.054803,2010-08-20,0,99.0,5.6,54,
ATL,Drama,20000000,5.422285,2006-03-31,21170563,105.0,6.0,32,
Pitch Perfect,"Comedy, Music, Romance",17000000,32.746486,2012-09-28,115350426,112.0,7.3,2247,"competition, roommate, college, female friendship, music, hazing, male female relationship, audition, group of friends, dorm room, bickering, dj, singing competition, film score, female musician, singing contest, young adult, acapella"
Summer Catch,"Drama, Comedy, Romance",34000000,3.960098,2001-08-22,19693891,108.0,4.8,63,"beach, baseball, sport, bikini, party, love, romance, pool, summer, flashback"
A Simple Plan,"Drama, Crime, Thriller",0,10.178917,1998-12-11,0,121.0,6.9,187,"brother brother relationship, money delivery, airplane, greed, friendship, suspense, financial transactions"
They,"Horror, Thriller",17000000,4.544216,2002-11-01,0,89.0,4.6,74,"suicide, asylum, nightmare, darkness, supernatural, suspense"
Larry the Cable Guy: Health Inspector,Comedy,0,2.184708,2006-03-24,0,89.0,3.3,17,"health inspector, food intoxication"
The Adventures of Elmo in Grouchland,Family,0,3.09159,1999-10-01,0,73.0,6.3,14,
Brooklyn's Finest,"Crime, Drama, Thriller",17000000,18.790102,2009-01-16,29536299,133.0,6.2,293,"male nudity, female nudity, tattoo, gambling, corruption, father son relationship, prostitute, robbery, detective, police brutality, wife husband relationship, card game, desperation, undercover, kidnapping, drug dealer, retirement, death of a friend, asthma, police, fellatio, blood splatter, revenge, deception, murder, betrayal, priest, breast, bag of money, shootout, blood on shirt, shot in the back, undercover cop, blood, suicidal, f word, shot to death, punched in the face, redemption, police officer killed, hospital, dirty cop, police corruption, pistol, new york city, church, violence, strangulation, foot chase, police detective, father daughter relationship, police station, held at gunpoint, catholic, guilt, brooklyn new york city, narcotics cop, nypd, missing person, racial slur, swat team, ensemble cast, pregnant wife, confessional, drive by shooting, shot in the shoulder, gun in mouth, police raid, reference to god, razor blade, shot through a door, stealing money, police officer shot, expecting twins, lens flare, flashback, money problems, family man, neo-noir, bmw, apathy, confession booth, thoughts of retirement, hail mary, working in the nude, drug raid, ironing money, bedtime prayer, briefing, shot point blank, reference to gregory hines, police badge, sex slave, trail of blood, gold watch, man slaps a woman, mold"
55 Days at Peking,"Action, Drama, History",17000000,3.321095,1963-05-06,10000000,154.0,6.3,36,"siege, epic, beijing"
Evil Dead,Horror,17000000,33.912116,2013-04-05,97542952,91.0,6.4,1723,"remake, demon, necronomicon, duringcreditsstinger"
My Life in Ruins,"Comedy, Romance",17000000,5.787891,2009-02-06,20455276,95.0,5.6,101,"beach, greece, tour bus, tour guide, viagra, hospital"
American Dreamz,"Comedy, Drama, Family",17000000,7.864011,2006-03-04,7314027,107.0,4.9,95,"usa president, moderator, musical, music, castingshow, image campaign, sleeper agent"
Superman IV: The Quest for Peace,"Action, Adventure, Science Fiction",17000000,17.062117,1987-07-23,19300000,90.0,4.1,318,"saving the world, dc comics, mountains, nuclear missile, u.s. army, alter ego, sequel, superhero, laboratory, convertible, catholic school, newspaper editor, nuclear weapons, disarmament, volcanic eruption, great wall of china, super powers, superhuman strength"
How She Move,Drama,0,1.782666,2008-01-25,0,94.0,3.0,6,"black people, loss of sister, dance, stepping"
Running Scared,"Action, Crime, Drama, Thriller",17000000,19.311572,2006-01-06,9500000,122.0,7.0,331,"ice hockey, racism, pedophile, throat slitting, shot in the stomach, head blown off, police investigation, pistol whip, shot in the shoulder, child uses gun, ankle holster, breaking finger"
Bobby Jones: Stroke of Genius,Drama,0,2.897449,2004-04-30,0,120.0,5.5,19,sport
Shanghai Surprise,Adventure,17000000,0.138564,1986-08-29,0,97.0,2.9,15,
The Illusionist,"Fantasy, Drama, Thriller, Romance",40000000,36.960953,2006-08-18,86915017,110.0,7.1,1615,"magic, princess, love, rivalry, vienna austria, crown prince, duchess, supernatural power, childhood sweetheart, vienna"
Roar,"Adventure, Thriller",17000000,1.15641,1981-11-12,2000000,102.0,5.6,19,"africa, lion, elephant, vegetarian, leopard, tiger, zebra, wildlife, independent film, jungle, blood, exploitation film, animal attack, wildlife reserve, wildlife conservation"
Veronica Guerin,"Drama, Crime, Thriller",17000000,9.583578,2003-07-11,1569918,98.0,6.8,59,"journalism, police, drug scene, murder, drug lord"
Escobar: Paradise Lost,"Thriller, Romance",17000000,25.112567,2014-10-11,3758328,120.0,6.1,271,"surfer, murder, murderer, columbia, telephone conversation"
Southland Tales,"Action, Adventure, Comedy, Drama, Science Fiction, Thriller",17000000,9.349386,2006-05-15,374743,144.0,5.2,153,"suicide, brother brother relationship, spy, prophecy, middle east, screenwriter, terrorist, wife husband relationship, nevada, amnesia, allegory, mass murder, kidnapping, blackmail, riot, evacuation, afghanistan, time travel, undercover agent, marxism, politics, politician, smuggling, twin brother, movie in movie, murder, surrealism, balloon, interracial relationship, anti conformity, end of the world, conspiracy, metaphysics, memory, search, dirty cop, apocalypse, los angeles, terrorism, paradox, cult film, doomsday, near future, alternate reality, split personality, big corporation, mother son relationship, no opening credits, north korea, doppelganger, government corruption, southern california, alternate timeline, karma, environmental issue, world war iii, mysterious past, absurdism, fourth dimension, santa monica california"
Chasseurs de dragons,"Animation, Family",15000000,8.884405,2008-03-19,0,80.0,6.5,129,"destroy, future, world supremacy, best friend, dragon, doomsday"
Damnation Alley,"Action, Adventure, Science Fiction",17000000,2.215261,1977-09-10,8720000,91.0,5.0,27,"based on novel, future, post-apocalyptic, war, cockroach, motorcycle, scorpion, post nuclear, battle for survival"
The Apparition,"Horror, Thriller",17000000,6.385234,2012-08-23,9627492,82.0,4.5,140,"experiment, supernatural, paranormal, haunting, disappearance, fear, ghost"
My Girl,"Comedy, Drama, Family",16500000,20.935169,1991-11-27,0,102.0,7.0,428,"neighbor, child killed by animal, writing class, makeup artist, bee sting, camper, cosmetologist, tree climbing, death in childbirth, tuba, motor home, bee attack"
Fur: An Imaginary Portrait of Diane Arbus,"Drama, Mystery, Romance",16800000,4.358255,2006-08-30,2281089,122.0,5.8,73,"photographer, biography, hair, werewolf, hypertrichosis, freak"
Wall Street,"Crime, Drama",15000000,24.898687,1987-12-10,43848069,126.0,7.0,546,"power, fraud, broker, wall street, finances, lawyer, union, millionaire, stock broker"
Sense and Sensibility,"Drama, Romance",16500000,20.898711,1995-12-13,135000000,136.0,7.2,352,"bowling, based on novel, servant, country life, jane austen, inheritance, military officer, period drama, rainstorm, horse and carriage, decorum"
Becoming Jane,"Drama, Romance",16500000,18.236284,2007-03-02,37311672,120.0,6.9,317,"england, judge, irland, new love, empowerment, country life, future, letter, law, lovers, creativity, sister, author, family"
Sydney White,Comedy,16500000,10.74648,2007-09-21,13620075,108.0,6.0,236,"college, romance, sorority, student, snow white, young adult, modern fairy tale"
House of Sand and Fog,Drama,16500000,12.102725,2003-12-19,16942795,126.0,7.0,199,"san francisco, immigrant, house, intimidation, iranian"
Dead Poets Society,Drama,16400000,55.458584,1989-06-02,235860116,129.0,8.1,2705,"individual, philosophy, poetry, shakespeare, professor, literature, friendship, filmes focados em um professor"
Dumb and Dumber,Comedy,16000000,35.777067,1994-12-16,247275374,107.0,6.5,1859,"gas station, motel, utah, stupidity, pill, prank, cigar smoking, violence, criminal, fired from the job, clumsiness, stepmother stepdaughter relationship, sitting on a toilet, aspen colorado, parakeet, defecation, scooter, hotel suite, endangered species, foolish, laxative"
When Harry Met Sally...,"Comedy, Romance, Drama",16000000,18.430419,1989-07-21,92823546,96.0,7.3,950,"new york, wife husband relationship, restaurant, platonic love, orgasm, friendship, male female relationship"
The Verdict,Drama,16000000,7.980632,1982-12-08,53977250,129.0,7.4,131,"boston, court, malpractice, alcoholic, courtroom, defense attorney"
Road Trip,"Comedy, Adventure",16000000,14.759948,2000-05-19,119754278,93.0,5.9,542,"female nudity, sex, sexism, sperm bank, erection, blonde, road trip, sorority, politically incorrect, pot smoking, teen movie, teen sex comedy, cross country, political, stoner, sperm donor, school bus, losing money, male virgin, horniness, dorm room, sex tape, young adult"
Varsity Blues,"Comedy, Drama, Romance",0,9.229999,1999-01-15,0,106.0,6.0,122,"american football, small town, texas, cheerleader, sport, party, high school sports, police car, american football star, the big game"
The Artist,"Drama, Comedy, Romance",15000000,29.943316,2011-05-15,133432856,100.0,7.3,1049,"film producer, film history, movie studio, hollywood, dog, mustache, hollywoodland, silent film, marquee, terrier, movie star, flapper, silent film star"
The Unborn,"Horror, Thriller, Mystery",16000000,15.788784,2009-01-09,76514050,87.0,4.8,365,
Moonrise Kingdom,"Comedy, Drama, Romance",16000000,41.083914,2012-05-16,68263166,94.0,7.6,1662,"new england, first love, eye patch, search party, devastation, pen pal, handkerchief, child smoking, small town sheriff, the color red, the color blue, boy scouts, sand dancing, meet cute, boy scouts leader, pipe smoking, duringcreditsstinger"
The Texas Chainsaw Massacre: The Beginning,Horror,16000000,21.380635,2006-10-06,0,91.0,5.9,402,"mass murder, planned murder, chain saw, sadism, knife, psychopath, prequel, murder, gore, serial killer, blood, leatherface, slaughterhouse, slasher, chainsaw, torture, cruelty, series of murders, violence, cannibal, severed foot, severed hand"
The Young Messiah,Drama,18500000,1.884558,2016-03-10,6490401,120.0,6.4,30,"egypt, jesus christ, gospel, christian, journey, biblical"
The Master of Disguise,"Comedy, Family",0,4.382761,2002-08-02,0,80.0,3.7,78,"aftercreditsstinger, duringcreditsstinger"
El laberinto del fauno,"Fantasy, Drama, War",19000000,90.809408,2006-05-27,83258226,118.0,7.6,3041,"spain, resistance, servant, anti hero, fairy, fairy tale, franco regime, army, princess, love, woods, king, hiding, labyrinth, mythological"
See Spot Run,"Action, Comedy, Family",0,6.579017,2001-03-02,0,94.0,4.8,44,dog
Baby Boy,"Crime, Drama, Romance",16000000,7.854989,2001-06-27,29381649,130.0,7.4,55,"single parent, intolerance, condom, bootlegger, fistfight, step father, womanizer, thief, domestic violence, gunfight, los angeles, physical abuse, ex-con, selfishness, passive aggression, fatherhood, convicted felon, south central l.a."
The Roommate,"Thriller, Drama, Horror",16000000,11.807269,2011-02-04,40492759,91.0,5.3,224,"jealousy, roommate, obsession, campus, love, murder, freshman, student, los angeles, medication, violence, boyfriend, design, resentment"
Joe Dirt,"Mystery, Adventure, Comedy, Romance, Drama",17700000,15.976335,2001-04-10,30987695,91.0,5.5,242,"parents kids relationship, loss of parents, looking for  birth parents, meteorite, janitor,  , woman director"
